timestamp, utilization.gpu [%], power.draw [W], temperature.gpu [C]
2025/07/30 15:04:49.492, 100, 361.44, 64
2025/07/30 15:04:50.534, 100, 349.40, 64
2025/07/30 15:04:51.579, 100, 349.29, 64
2025/07/30 15:04:52.622, 100, 348.74, 64
2025/07/30 15:04:53.685, 100, 346.23, 64
2025/07/30 15:04:54.744, 100, 349.05, 64
2025/07/30 15:04:55.784, 100, 349.93, 64
2025/07/30 15:04:56.825, 100, 345.91, 59
2025/07/30 15:04:57.866, 100, 354.47, 64
2025/07/30 15:04:58.910, 100, 350.32, 64
2025/07/30 15:04:59.934, 100, 350.10, 64
2025/07/30 15:05:00.976, 100, 349.80, 58
2025/07/30 15:05:02.020, 100, 341.17, 64
2025/07/30 15:05:03.060, 100, 348.92, 64
2025/07/30 15:05:04.101, 100, 349.99, 64
2025/07/30 15:05:05.164, 100, 337.58, 63
2025/07/30 15:05:06.204, 100, 357.37, 64
2025/07/30 15:05:07.246, 100, 349.07, 64
2025/07/30 15:05:08.290, 100, 349.38, 64
2025/07/30 15:05:09.316, 100, 348.99, 64
2025/07/30 15:05:10.358, 100, 353.44, 64
2025/07/30 15:05:11.407, 100, 350.45, 64
2025/07/30 15:05:12.470, 100, 350.31, 64
2025/07/30 15:05:13.532, 100, 338.31, 64
2025/07/30 15:05:14.575, 100, 356.16, 64
2025/07/30 15:05:15.638, 100, 349.75, 64
2025/07/30 15:05:16.682, 100, 349.15, 64
2025/07/30 15:05:17.727, 100, 354.58, 64
2025/07/30 15:05:18.792, 100, 351.89, 64
2025/07/30 15:05:19.834, 100, 350.25, 64
2025/07/30 15:05:20.902, 100, 351.92, 64
2025/07/30 15:05:21.950, 100, 349.90, 64
2025/07/30 15:05:22.992, 100, 350.56, 64
2025/07/30 15:05:24.058, 100, 350.54, 64
2025/07/30 15:05:25.121, 100, 351.12, 64
2025/07/30 15:05:26.161, 100, 344.03, 64
2025/07/30 15:05:27.207, 100, 351.32, 64
2025/07/30 15:05:28.250, 100, 351.22, 64
2025/07/30 15:05:29.292, 100, 350.67, 64
2025/07/30 15:05:30.334, 100, 353.55, 64
2025/07/30 15:05:31.379, 100, 352.22, 64
2025/07/30 15:05:32.424, 100, 350.49, 64
2025/07/30 15:05:33.467, 100, 350.41, 64
2025/07/30 15:05:34.511, 100, 337.42, 64
2025/07/30 15:05:35.574, 100, 349.99, 64
2025/07/30 15:05:36.619, 100, 351.17, 64
2025/07/30 15:05:37.662, 100, 350.85, 64
2025/07/30 15:05:38.707, 100, 356.18, 64
2025/07/30 15:05:39.748, 100, 352.16, 64
2025/07/30 15:05:40.790, 100, 350.43, 64
2025/07/30 15:05:41.838, 100, 349.99, 64
2025/07/30 15:05:42.883, 100, 344.62, 64
2025/07/30 15:05:43.925, 100, 350.80, 64
2025/07/30 15:05:44.964, 100, 350.91, 64
2025/07/30 15:05:46.004, 100, 350.82, 64
2025/07/30 15:05:47.044, 100, 347.44, 64
2025/07/30 15:05:48.084, 100, 348.55, 64
2025/07/30 15:05:49.124, 100, 349.90, 64
2025/07/30 15:05:50.187, 100, 349.94, 64
2025/07/30 15:05:51.255, 100, 356.95, 64
2025/07/30 15:05:52.317, 100, 350.10, 64
2025/07/30 15:05:53.363, 100, 350.80, 64
2025/07/30 15:05:54.407, 100, 349.97, 64
2025/07/30 15:05:55.452, 100, 344.94, 64
2025/07/30 15:05:56.514, 100, 349.68, 64
2025/07/30 15:05:57.559, 100, 350.23, 64
2025/07/30 15:05:58.603, 100, 350.19, 64
2025/07/30 15:05:59.629, 100, 348.53, 64
2025/07/30 15:06:00.695, 100, 349.81, 64
2025/07/30 15:06:01.756, 100, 348.83, 64
2025/07/30 15:06:02.782, 100, 349.29, 64
2025/07/30 15:06:03.826, 100, 356.63, 64
2025/07/30 15:06:04.870, 100, 348.81, 64
2025/07/30 15:06:05.914, 100, 349.53, 64
2025/07/30 15:06:06.958, 100, 349.77, 64
2025/07/30 15:06:08.022, 100, 343.35, 64
2025/07/30 15:06:09.084, 100, 349.68, 63
2025/07/30 15:06:10.144, 100, 349.29, 64
2025/07/30 15:06:11.204, 100, 349.88, 64
2025/07/30 15:06:12.245, 100, 348.88, 63
2025/07/30 15:06:13.285, 100, 348.39, 63
2025/07/30 15:06:14.324, 100, 350.01, 63
2025/07/30 15:06:15.364, 100, 349.80, 64
2025/07/30 15:06:16.424, 100, 352.71, 63
2025/07/30 15:06:17.466, 100, 349.75, 63
2025/07/30 15:06:18.492, 100, 349.31, 64
2025/07/30 15:06:19.534, 100, 349.79, 62
2025/07/30 15:06:20.598, 100, 338.40, 63
2025/07/30 15:06:21.666, 100, 348.78, 63
2025/07/30 15:06:22.730, 100, 349.88, 64
2025/07/30 15:06:23.775, 100, 347.42, 64
2025/07/30 15:06:24.842, 100, 362.28, 63
2025/07/30 15:06:25.904, 100, 350.25, 63
2025/07/30 15:06:26.966, 100, 349.42, 63
2025/07/30 15:06:28.028, 100, 343.09, 64
2025/07/30 15:06:29.088, 100, 351.31, 64
2025/07/30 15:06:30.130, 100, 350.71, 64
2025/07/30 15:06:31.175, 100, 351.15, 64
2025/07/30 15:06:32.222, 100, 344.04, 64
2025/07/30 15:06:33.265, 100, 354.34, 64
2025/07/30 15:06:34.305, 100, 349.99, 64
2025/07/30 15:06:35.328, 100, 349.67, 64
2025/07/30 15:06:36.388, 100, 352.40, 64
2025/07/30 15:06:37.428, 100, 351.61, 64
2025/07/30 15:06:38.469, 100, 352.11, 64
2025/07/30 15:06:39.510, 100, 351.17, 64
2025/07/30 15:06:40.555, 100, 339.90, 64
2025/07/30 15:06:41.597, 100, 349.60, 64
2025/07/30 15:06:42.641, 100, 350.10, 64
2025/07/30 15:06:43.664, 100, 350.71, 64
2025/07/30 15:06:44.705, 100, 345.47, 64
2025/07/30 15:06:45.772, 100, 351.24, 64
2025/07/30 15:06:46.816, 100, 351.00, 64
2025/07/30 15:06:47.858, 100, 350.67, 64
2025/07/30 15:06:48.921, 100, 359.67, 64
2025/07/30 15:06:49.966, 100, 351.49, 64
2025/07/30 15:06:51.029, 100, 350.21, 64
2025/07/30 15:06:52.074, 100, 350.26, 64
2025/07/30 15:06:53.122, 100, 352.31, 64
2025/07/30 15:06:54.166, 100, 350.21, 64
2025/07/30 15:06:55.190, 100, 351.13, 64
2025/07/30 15:06:56.232, 100, 350.01, 64
2025/07/30 15:06:57.292, 100, 343.96, 64
2025/07/30 15:06:58.333, 100, 351.30, 64
2025/07/30 15:06:59.377, 100, 350.21, 64
2025/07/30 15:07:00.401, 100, 350.12, 64
2025/07/30 15:07:01.424, 100, 357.46, 64
2025/07/30 15:07:02.448, 100, 351.96, 64
2025/07/30 15:07:03.509, 100, 350.43, 64
2025/07/30 15:07:04.533, 100, 350.32, 64
2025/07/30 15:07:05.577, 100, 345.27, 64
2025/07/30 15:07:06.601, 100, 350.56, 64
2025/07/30 15:07:07.646, 100, 350.06, 64
2025/07/30 15:07:08.695, 100, 350.23, 64
2025/07/30 15:07:09.737, 100, 346.98, 64
2025/07/30 15:07:10.802, 100, 349.92, 64
2025/07/30 15:07:11.847, 100, 349.46, 64
2025/07/30 15:07:12.890, 100, 349.33, 64
2025/07/30 15:07:13.953, 100, 357.29, 64
2025/07/30 15:07:15.019, 100, 349.90, 63
2025/07/30 15:07:16.060, 100, 349.88, 64
2025/07/30 15:07:17.120, 100, 350.04, 64
2025/07/30 15:07:18.144, 100, 343.02, 64
2025/07/30 15:07:19.169, 100, 350.25, 64
2025/07/30 15:07:20.192, 100, 350.16, 64
2025/07/30 15:07:21.233, 100, 350.45, 64
2025/07/30 15:07:22.300, 100, 352.01, 64
2025/07/30 15:07:23.341, 100, 349.71, 64
2025/07/30 15:07:24.385, 100, 349.53, 64
2025/07/30 15:07:25.429, 100, 349.84, 64
2025/07/30 15:07:26.469, 100, 354.22, 64
2025/07/30 15:07:27.513, 100, 351.23, 64
2025/07/30 15:07:28.575, 100, 349.77, 64
2025/07/30 15:07:29.625, 100, 349.45, 64
2025/07/30 15:07:30.690, 100, 341.70, 64
2025/07/30 15:07:31.758, 100, 349.29, 64
2025/07/30 15:07:32.786, 100, 350.36, 63
2025/07/30 15:07:33.811, 100, 349.80, 63
2025/07/30 15:07:34.854, 100, 355.87, 64
2025/07/30 15:07:35.902, 100, 349.77, 64
2025/07/30 15:07:36.926, 100, 349.55, 64
2025/07/30 15:07:37.968, 100, 348.89, 63
2025/07/30 15:07:38.992, 100, 358.63, 64
2025/07/30 15:07:40.033, 100, 349.09, 64
2025/07/30 15:07:41.077, 100, 349.14, 64
2025/07/30 15:07:42.144, 100, 349.23, 64
2025/07/30 15:07:43.185, 100, 345.00, 64
2025/07/30 15:07:44.228, 100, 348.33, 64
2025/07/30 15:07:45.269, 100, 348.46, 64
2025/07/30 15:07:46.308, 100, 349.86, 64
2025/07/30 15:07:47.353, 100, 352.08, 63
2025/07/30 15:07:48.402, 100, 348.72, 64
2025/07/30 15:07:49.445, 100, 349.07, 64
2025/07/30 15:07:50.488, 100, 349.80, 60
2025/07/30 15:07:51.528, 100, 351.95, 63
2025/07/30 15:07:52.568, 100, 348.80, 63
2025/07/30 15:07:53.591, 100, 350.14, 64
2025/07/30 15:07:54.632, 100, 350.32, 59
2025/07/30 15:07:55.672, 100, 345.50, 64
2025/07/30 15:07:56.712, 100, 350.32, 64
2025/07/30 15:07:57.752, 100, 349.68, 64
2025/07/30 15:07:58.801, 100, 349.97, 58
2025/07/30 15:07:59.846, 100, 355.47, 63
2025/07/30 15:08:00.909, 100, 348.81, 64
2025/07/30 15:08:01.934, 100, 349.75, 64
2025/07/30 15:08:02.958, 100, 337.86, 58
2025/07/30 15:08:04.016, 100, 342.81, 63
2025/07/30 15:08:05.057, 100, 348.93, 63
2025/07/30 15:08:06.096, 100, 349.47, 64
2025/07/30 15:08:07.136, 100, 342.42, 64
2025/07/30 15:08:08.160, 100, 360.70, 63
2025/07/30 15:08:09.202, 100, 349.31, 64
2025/07/30 15:08:10.246, 100, 349.73, 64
2025/07/30 15:08:11.314, 100, 341.89, 64
2025/07/30 15:08:12.358, 100, 351.69, 64
2025/07/30 15:08:13.400, 100, 348.70, 64
2025/07/30 15:08:14.441, 100, 350.69, 64
2025/07/30 15:08:15.486, 100, 341.11, 64
2025/07/30 15:08:16.529, 100, 356.83, 64
2025/07/30 15:08:17.573, 100, 350.01, 64
2025/07/30 15:08:18.617, 100, 349.71, 64
2025/07/30 15:08:19.681, 100, 355.12, 64
2025/07/30 15:08:20.746, 100, 352.22, 63
2025/07/30 15:08:21.789, 100, 350.62, 64
2025/07/30 15:08:22.849, 100, 351.35, 64
2025/07/30 15:08:23.892, 100, 345.40, 64
2025/07/30 15:08:24.915, 100, 350.78, 64
2025/07/30 15:08:25.957, 100, 350.85, 64
2025/07/30 15:08:27.026, 100, 350.45, 64
2025/07/30 15:08:28.068, 100, 344.88, 64
2025/07/30 15:08:29.108, 100, 351.72, 64
2025/07/30 15:08:30.151, 100, 351.59, 64
2025/07/30 15:08:31.177, 100, 350.89, 64
2025/07/30 15:08:32.223, 100, 355.09, 64
2025/07/30 15:08:33.270, 100, 350.49, 64
2025/07/30 15:08:34.353, 100, 350.80, 64
2025/07/30 15:08:35.398, 100, 350.67, 64
2025/07/30 15:08:36.444, 100, 338.84, 64
2025/07/30 15:08:37.484, 100, 351.76, 64
2025/07/30 15:08:38.508, 100, 350.96, 64
2025/07/30 15:08:39.532, 100, 350.63, 64
2025/07/30 15:08:40.556, 100, 351.18, 64
2025/07/30 15:08:41.601, 100, 352.31, 64
2025/07/30 15:08:42.645, 100, 352.00, 64
2025/07/30 15:08:43.689, 100, 351.08, 64
2025/07/30 15:08:44.733, 100, 344.53, 64
2025/07/30 15:08:45.773, 100, 350.56, 64
2025/07/30 15:08:46.817, 100, 350.69, 64
2025/07/30 15:08:47.880, 100, 350.32, 64
2025/07/30 15:08:48.921, 100, 345.36, 64
2025/07/30 15:08:49.963, 100, 351.50, 64
2025/07/30 15:08:50.988, 100, 351.88, 64
2025/07/30 15:08:52.028, 100, 350.31, 64
2025/07/30 15:08:53.068, 100, 359.04, 64
2025/07/30 15:08:54.110, 100, 351.21, 64
2025/07/30 15:08:55.153, 100, 351.04, 64
2025/07/30 15:08:56.217, 100, 350.34, 64
2025/07/30 15:08:57.261, 100, 343.38, 64
2025/07/30 15:08:58.305, 100, 351.91, 64
2025/07/30 15:08:59.349, 100, 351.06, 64
2025/07/30 15:09:00.413, 100, 349.88, 64
2025/07/30 15:09:01.479, 100, 348.54, 64
2025/07/30 15:09:02.527, 100, 350.38, 64
2025/07/30 15:09:03.570, 100, 350.14, 64
2025/07/30 15:09:04.618, 100, 349.35, 64
2025/07/30 15:09:05.664, 100, 355.04, 64
2025/07/30 15:09:06.704, 100, 349.88, 64
2025/07/30 15:09:07.729, 100, 350.14, 64
2025/07/30 15:09:08.773, 100, 349.57, 64
2025/07/30 15:09:09.818, 100, 340.64, 64
2025/07/30 15:09:10.861, 100, 350.36, 64
2025/07/30 15:09:11.906, 100, 350.38, 64
2025/07/30 15:09:12.931, 100, 349.99, 64
2025/07/30 15:09:13.973, 100, 352.48, 64
