timestamp, utilization.gpu [%], power.draw [W], temperature.gpu [C]
2025/07/30 14:49:23.810, 100, 349.22, 63
2025/07/30 14:49:24.854, 100, 339.11, 63
2025/07/30 14:49:25.898, 100, 350.10, 63
2025/07/30 14:49:26.943, 100, 350.18, 63
2025/07/30 14:49:27.986, 100, 349.47, 63
2025/07/30 14:49:29.050, 100, 346.02, 63
2025/07/30 14:49:30.094, 100, 349.70, 63
2025/07/30 14:49:31.138, 100, 350.27, 63
2025/07/30 14:49:32.182, 100, 349.27, 63
2025/07/30 14:49:33.226, 100, 355.31, 63
2025/07/30 14:49:34.270, 100, 349.55, 63
2025/07/30 14:49:35.294, 100, 349.09, 63
2025/07/30 14:49:36.339, 100, 349.16, 63
2025/07/30 14:49:37.365, 100, 356.35, 63
2025/07/30 14:49:38.406, 100, 349.40, 63
2025/07/30 14:49:39.450, 100, 349.95, 63
2025/07/30 14:49:40.494, 100, 349.33, 63
2025/07/30 14:49:41.542, 100, 347.55, 63
2025/07/30 14:49:42.585, 100, 349.14, 63
2025/07/30 14:49:43.626, 100, 349.40, 63
2025/07/30 14:49:44.669, 100, 350.43, 63
2025/07/30 14:49:45.709, 100, 353.27, 63
2025/07/30 14:49:46.751, 100, 349.02, 63
2025/07/30 14:49:47.774, 94, 304.59, 54
